Day,Occupant's Activity,Occupant's Zone,Zone Arrival Time (Minute),Zone Leaving Time (Minute),Stay Duration (Minute)
11,10,2,879,883,5
11,12,1,884,892,9
11,14,3,893,991,99
11,1,0,992,992,1
11,4,2,993,993,1
11,1,0,994,998,5
11,6,4,999,999,1
11,9,3,1000,1006,7
11,10,2,1007,1011,5
11,12,1,1012,1012,1
11,13,3,1013,1026,14
11,1,0,1027,1439,413
12,1,0,0,866,867
12,4,2,867,867,1
12,1,0,868,870,3
12,6,4,871,872,2
12,9,3,873,878,6
12,10,2,879,882,4
12,12,1,883,883,1
12,13,3,884,884,1
12,12,1,885,889,5
12,14,3,890,891,2
12,1,0,892,1439,548
13,1,0,0,513,514
13,6,4,514,514,1
13,9,3,515,520,6
13,10,2,521,523,3
13,12,1,524,531,8
13,14,3,532,689,158
13,1,0,690,690,1
13,4,2,691,691,1
13,1,0,692,695,4
13,6,4,696,696,1
13,9,3,697,703,7
13,10,2,704,707,4
13,12,1,708,708,1
13,13,3,709,709,1
13,12,1,710,713,4
13,14,3,714,714,1
13,1,0,715,1439,725
14,1,0,0,514,515
14,6,4,515,515,1
14,9,3,516,520,5
14,10,2,521,523,3
14,12,1,524,531,8
14,14,3,532,534,3
14,1,0,535,1439,905
15,1,0,0,504,505
15,4,2,505,505,1
15,1,0,506,510,5
15,6,4,511,513,3
15,9,3,514,518,5
15,10,2,519,523,5
15,12,1,524,530,7
15,14,3,531,1043,513
15,1,0,1044,1045,2
15,4,2,1046,1046,1
15,1,0,1047,1052,6
15,6,4,1053,1054,2
15,9,3,1055,1060,6
15,10,2,1061,1064,4
15,12,1,1065,1066,2
15,13,3,1067,1068,2
15,12,1,1069,1077,9
15,14,3,1078,1078,1
15,1,0,1079,1439,361
16,1,0,0,868,869
16,4,2,869,869,1
16,1,0,870,876,7
16,6,4,877,878,2
16,9,3,879,885,7
16,10,2,886,890,5
16,12,1,891,891,1
16,13,3,892,894,3
16,12,1,895,900,6
16,14,3,901,987,87
16,1,0,988,994,7
16,6,4,995,996,2
16,9,3,997,1002,6
16,10,2,1003,1007,5
16,12,1,1008,1016,9
16,14,3,1017,1017,1
16,1,0,1018,1439,422
