Day,Occupant's Activity,Occupant's Zone,Zone Arrival Time (Minute),Zone Leaving Time (Minute),Stay Duration (Minute)
5,13,2,1055,1137,83
5,27,1,1138,1142,5
5,2,0,1143,1231,89
5,27,1,1232,1234,3
5,7,3,1235,1279,45
5,15,4,1280,1282,3
5,22,2,1283,1301,19
5,17,1,1302,1349,48
5,12,2,1350,1409,60
5,1,0,1410,1416,7
5,12,2,1417,1439,23
6,14,4,0,26,27
6,17,1,27,74,48
6,18,2,75,107,33
6,16,1,108,121,14
6,1,0,122,128,7
6,21,4,129,135,7
6,11,1,136,630,495
6,15,4,631,633,3
6,1,0,634,635,2
6,12,2,636,662,27
6,3,3,663,702,40
6,22,2,703,711,9
6,4,3,712,722,11
6,1,0,723,747,25
6,21,4,748,751,4
6,17,1,752,813,62
6,15,4,814,832,19
6,13,2,833,881,49
6,10,3,882,884,3
6,13,2,885,929,45
6,19,3,930,950,21
6,1,0,951,991,41
6,17,1,992,1005,14
6,5,3,1006,1045,40
6,22,2,1046,1051,6
6,17,1,1052,1054,3
6,25,2,1055,1056,2
6,17,1,1057,1089,33
6,12,2,1090,1147,58
6,15,4,1148,1151,4
6,13,2,1152,1214,63
6,7,3,1215,1289,75
6,22,2,1290,1294,5
6,17,1,1295,1337,43
6,12,2,1338,1394,57
6,15,4,1395,1397,3
6,12,2,1398,1413,16
6,17,1,1414,1439,26
7,18,2,0,62,63
7,17,1,63,121,59
7,12,2,122,135,14
7,27,1,136,140,5
7,2,0,141,217,77
7,27,1,218,221,4
7,15,4,222,225,4
7,17,1,226,247,22
7,21,4,248,253,6
7,11,1,254,706,453
7,15,4,707,711,5
7,1,0,712,721,10
7,17,1,722,754,33
7,18,2,755,785,31
7,3,3,786,819,34
7,17,1,820,857,38
7,21,4,858,863,6
7,27,1,864,871,8
7,2,0,872,998,127
7,27,1,999,1000,2
7,15,4,1001,1003,3
7,12,2,1004,1031,28
7,5,3,1032,1040,9
7,12,2,1041,1053,13
7,5,3,1054,1087,34
7,12,2,1088,1163,76
7,17,1,1164,1187,24
7,10,3,1188,1193,6
7,12,2,1194,1205,12
7,17,1,1206,1213,8
7,1,0,1214,1228,15
7,17,1,1229,1249,21
7,12,2,1250,1273,24
7,27,1,1274,1278,5
7,12,2,1279,1308,30
7,2,0,1309,1333,25
7,12,2,1334,1346,13
7,17,1,1347,1354,8
7,12,2,1355,1369,15
7,17,1,1370,1377,8
7,12,2,1378,1406,29
7,17,1,1407,1417,11
7,15,4,1418,1422,5
7,22,2,1423,1429,7
7,10,3,1430,1431,2
7,18,2,1432,1439,8
8,12,2,0,32,33
8,17,1,33,101,69
8,18,2,102,121,20
8,21,4,122,129,8
8,23,1,130,136,7
8,25,2,137,141,5
8,17,1,142,631,490
8,15,4,632,635,4
8,1,0,636,638,3
8,12,2,639,677,39
8,17,1,678,687,10
8,21,4,688,690,3
8,2,0,691,788,98
8,22,2,789,793,5
8,27,1,794,795,2
8,22,2,796,802,7
8,21,4,803,826,24
8,12,2,827,880,54
8,14,4,881,913,33
8,13,2,914,1078,165
8,1,0,1079,1084,6
8,10,3,1085,1087,3
8,15,4,1088,1092,5
8,12,2,1093,1162,70
8,17,1,1163,1197,35
8,7,3,1198,1282,85
8,12,2,1283,1373,91
8,10,3,1374,1381,8
8,15,4,1382,1386,5
8,12,2,1387,1439,53
9,13,2,0,41,42
9,17,1,42,59,18
9,22,2,60,76,17
9,17,1,77,101,25
9,15,4,102,109,8
9,1,0,110,113,4
9,12,2,114,121,8
9,21,4,122,131,10
9,1,0,132,133,2
9,17,1,134,618,485
9,12,2,619,642,24
9,1,0,643,654,12
9,15,4,655,659,5
9,3,3,660,721,62
9,12,2,722,744,23
9,17,1,745,788,44
9,1,0,789,808,20
9,12,2,809,861,53
9,15,4,862,864,3
9,1,0,865,889,25
9,25,2,890,895,6
9,17,1,896,954,59
9,5,3,955,985,31
9,17,1,986,999,14
9,21,4,1000,1005,6
9,13,2,1006,1095,90
9,15,4,1096,1136,41
9,17,1,1137,1163,27
9,10,3,1164,1173,10
9,13,2,1174,1181,8
9,17,1,1182,1212,31
9,7,3,1213,1261,49
9,12,2,1262,1270,9
9,9,3,1271,1275,5
9,12,2,1276,1378,103
9,15,4,1379,1383,5
9,22,2,1384,1439,56
10,2,0,0,26,27
10,26,2,27,28,2
10,27,1,29,33,5
10,1,0,34,35,2
10,15,4,36,42,7
10,26,2,43,60,18
10,10,3,61,71,11
10,26,2,72,140,69
10,11,1,141,630,490
10,12,2,631,657,27
10,1,0,658,662,5
10,15,4,663,669,7
10,17,1,670,697,28
10,2,0,698,704,7
10,3,3,705,800,96
10,12,2,801,855,55
10,17,1,856,880,25
10,1,0,881,890,10
10,15,4,891,917,27
10,1,0,918,929,12
10,24,3,930,950,21
10,22,2,951,971,21
10,24,3,972,983,12
10,22,2,984,993,10
10,27,1,994,999,6
10,2,0,1000,1069,70
10,27,1,1070,1071,2
10,14,4,1072,1108,37
10,25,2,1109,1187,79
10,17,1,1188,1194,7
10,2,0,1195,1439,245
11,17,1,0,4,5
11,12,2,5,70,66
11,15,4,71,76,6
11,17,1,77,149,73
11,21,4,150,157,8
11,11,1,158,581,424
11,1,0,582,587,6
11,15,4,588,590,3
11,12,2,591,633,43
11,3,3,634,703,70
11,17,1,704,729,26
11,21,4,730,734,5
11,13,2,735,864,130
11,15,4,865,903,39
11,5,3,904,931,28
11,17,1,932,946,15
11,2,0,947,1174,228
11,12,2,1175,1196,22
11,27,1,1197,1198,2
11,15,4,1199,1218,20
11,17,1,1219,1222,4
11,7,3,1223,1280,58
11,12,2,1281,1295,15
11,9,3,1296,1299,4
11,22,2,1300,1337,38
11,17,1,1338,1439,102
12,12,2,0,30,31
12,17,1,31,103,73
12,21,4,104,108,5
12,11,1,109,575,467
12,15,4,576,578,3
12,1,0,579,587,9
12,12,2,588,623,36
12,3,3,624,686,63
12,17,1,687,715,29
12,9,3,716,723,8
12,13,2,724,880,157
12,1,0,881,905,25
12,15,4,906,907,2
12,10,3,908,908,1
12,12,2,909,925,17
12,5,3,926,969,44
12,22,2,970,980,11
12,6,3,981,1010,30
12,17,1,1011,1038,28
12,22,2,1039,1049,11
12,21,4,1050,1052,3
12,13,2,1053,1102,50
12,15,4,1103,1106,4
12,13,2,1107,1159,53
12,14,4,1160,1176,17
12,7,3,1177,1212,36
12,18,2,1213,1230,18
12,7,3,1231,1259,29
12,21,4,1260,1263,4
12,12,2,1264,1287,24
12,27,1,1288,1292,5
12,2,0,1293,1439,147
13,12,2,0,28,29
13,17,1,29,60,32
13,12,2,61,73,13
13,15,4,74,82,9
13,12,2,83,124,42
13,17,1,125,153,29
13,21,4,154,156,3
13,11,1,157,666,510
13,15,4,667,674,8
13,1,0,675,678,4
13,12,2,679,698,20
13,3,3,699,707,9
13,22,2,708,718,11
13,3,3,719,726,8
13,17,1,727,753,27
13,4,3,754,794,41
13,1,0,795,801,7
13,21,4,802,833,32
13,17,1,834,861,28
13,10,3,862,863,2
13,22,2,864,896,33
13,14,4,897,917,21
13,27,1,918,923,6
13,22,2,924,944,21
13,2,0,945,1161,217
13,27,1,1162,1162,1
13,12,2,1163,1230,68
13,15,4,1231,1237,7
13,13,2,1238,1273,36
13,10,3,1274,1276,3
13,13,2,1277,1320,44
13,7,3,1321,1354,34
13,12,2,1355,1426,72
13,10,3,1427,1432,6
13,15,4,1433,1436,4
13,10,3,1437,1439,3
14,18,2,0,4,5
14,17,1,5,9,5
14,25,2,10,18,9
14,17,1,19,58,40
14,12,2,59,59,1
14,17,1,60,71,12
14,1,0,72,75,4
14,22,2,76,91,16
14,1,0,92,100,9
14,17,1,101,119,19
14,12,2,120,141,22
14,1,0,142,143,2
14,15,4,144,149,6
14,17,1,150,154,5
14,21,4,155,158,4
14,1,0,159,167,9
14,11,1,168,568,401
14,15,4,569,577,9
14,1,0,578,585,8
14,17,1,586,596,11
14,10,3,597,601,5
14,21,4,602,606,5
14,27,1,607,614,8
14,2,0,615,816,202
14,12,2,817,874,58
14,27,1,875,877,3
14,12,2,878,885,8
14,1,0,886,893,8
14,15,4,894,902,9
14,17,1,903,957,55
14,5,3,958,1001,44
14,21,4,1002,1007,6
14,17,1,1008,1012,5
14,22,2,1013,1032,20
14,17,1,1033,1071,39
14,12,2,1072,1094,23
14,15,4,1095,1097,3
14,12,2,1098,1163,66
14,15,4,1164,1169,6
14,17,1,1170,1227,58
14,1,0,1228,1237,10
14,15,4,1238,1296,59
14,7,3,1297,1323,27
14,22,2,1324,1337,14
14,7,3,1338,1371,34
14,17,1,1372,1386,15
14,12,2,1387,1439,53
15,17,1,0,40,41
15,18,2,41,85,45
15,17,1,86,95,10
15,22,2,96,140,45
15,21,4,141,144,4
15,11,1,145,659,515
15,15,4,660,666,7
15,1,0,667,672,6
15,12,2,673,716,44
15,17,1,717,723,7
15,3,3,724,724,1
15,2,0,725,736,12
15,3,3,737,789,53
15,22,2,790,814,25
15,9,3,815,820,6
15,17,1,821,872,52
15,21,4,873,878,6
15,1,0,879,894,16
15,17,1,895,905,11
15,1,0,906,915,10
15,17,1,916,962,47
15,5,3,963,985,23
15,23,1,986,1001,16
15,5,3,1002,1032,31
15,21,4,1033,1034,2
15,12,2,1035,1061,27
15,15,4,1062,1063,2
15,18,2,1064,1095,32
15,15,4,1096,1140,45
15,27,1,1141,1150,10
15,2,0,1151,1155,5
15,27,1,1156,1157,2
15,2,0,1158,1362,205
15,22,2,1363,1391,29
15,27,1,1392,1396,5
15,22,2,1397,1426,30
15,15,4,1427,1431,5
15,1,0,1432,1439,8
16,12,2,0,115,116
16,21,4,116,119,4
16,11,1,120,598,479
16,1,0,599,601,3
16,18,2,602,622,21
16,17,1,623,649,27
16,15,4,650,652,3
16,3,3,653,687,35
16,12,2,688,733,46
16,21,4,734,738,5
16,25,2,739,801,63
16,17,1,802,805,4
16,15,4,806,822,17
16,22,2,823,856,34
16,14,4,857,891,35
16,5,3,892,916,25
16,21,4,917,920,4
16,12,2,921,1019,99
16,10,3,1020,1029,10
16,12,2,1030,1051,22
16,1,0,1052,1054,3
16,18,2,1055,1099,45
16,15,4,1100,1102,3
16,27,1,1103,1109,7
16,2,0,1110,1343,234
16,27,1,1344,1345,2
16,12,2,1346,1391,46
16,10,3,1392,1394,3
16,12,2,1395,1439,45
17,22,2,0,89,90
17,21,4,90,94,5
17,17,1,95,136,42
17,1,0,137,139,3
17,17,1,140,165,26
17,21,4,166,173,8
17,11,1,174,649,476
17,1,0,650,654,5
17,12,2,655,715,61
17,1,0,716,726,11
17,15,4,727,738,12
17,2,0,739,745,7
17,3,3,746,751,6
17,17,1,752,765,14
17,3,3,766,803,38
17,17,1,804,818,15
17,22,2,819,864,46
17,17,1,865,927,63
17,24,3,928,1045,118
17,22,2,1046,1075,30
17,16,1,1076,1170,95
17,18,2,1171,1192,22
17,15,4,1193,1256,64
17,7,3,1257,1270,14
17,12,2,1271,1276,6
17,7,3,1277,1302,26
17,22,2,1303,1308,6
17,9,3,1309,1312,4
17,12,2,1313,1414,102
17,17,1,1415,1439,25
18,15,4,0,33,34
18,1,0,34,52,19
18,17,1,53,87,35
18,22,2,88,94,7
18,17,1,95,597,503
18,15,4,598,605,8
18,12,2,606,638,33
18,1,0,639,643,5
18,3,3,644,652,9
18,12,2,653,666,14
18,3,3,667,719,53
18,21,4,720,725,6
18,17,1,726,761,36
18,13,2,762,890,129
18,15,4,891,894,4
18,13,2,895,996,102
18,5,3,997,1025,29
18,2,0,1026,1032,7
18,5,3,1033,1061,29
18,17,1,1062,1133,72
18,10,3,1134,1148,15
18,15,4,1149,1151,3
18,13,2,1152,1288,137
18,7,3,1289,1337,49
18,12,2,1338,1390,53
18,10,3,1391,1393,3
18,12,2,1394,1439,46
19,17,1,0,43,44
19,12,2,44,95,52
19,17,1,96,133,38
19,21,4,134,141,8
19,11,1,142,585,444
19,15,4,586,589,4
19,1,0,590,604,15
19,17,1,605,629,25
19,2,0,630,635,6
19,3,3,636,650,15
19,12,2,651,662,12
19,3,3,663,712,50
19,22,2,713,719,7
19,17,1,720,725,6
19,21,4,726,733,8
19,22,2,734,736,3
19,17,1,737,779,43
19,13,2,780,804,25
19,1,0,805,832,28
19,12,2,833,855,23
19,17,1,856,882,27
19,22,2,883,908,26
19,1,0,909,916,8
19,17,1,917,971,55
19,1,0,972,973,2
19,15,4,974,1041,68
19,5,3,1042,1104,63
19,22,2,1105,1179,75
19,17,1,1180,1218,39
19,8,3,1219,1235,17
19,22,2,1236,1253,18
19,9,3,1254,1254,1
19,15,4,1255,1259,5
19,17,1,1260,1295,36
19,19,3,1296,1306,11
19,22,2,1307,1321,15
19,19,3,1322,1337,16
19,12,2,1338,1356,19
19,27,1,1357,1362,6
19,2,0,1363,1435,73
19,15,4,1436,1439,4
20,17,1,0,80,81
20,22,2,81,113,33
20,17,1,114,125,12
20,21,4,126,135,10
20,11,1,136,623,488
20,15,4,624,632,9
20,1,0,633,635,3
20,12,2,636,663,28
20,17,1,664,683,20
20,3,3,684,706,23
20,22,2,707,712,6
20,4,3,713,754,42
20,17,1,755,770,16
20,1,0,771,781,11
20,13,2,782,854,73
20,17,1,855,863,9
20,15,4,864,889,26
20,27,1,890,901,12
20,22,2,902,922,21
20,21,4,923,926,4
20,2,0,927,1066,140
20,12,2,1067,1119,53
20,27,1,1120,1122,3
20,1,0,1123,1123,1
20,15,4,1124,1130,7
20,17,1,1131,1167,37
20,7,3,1168,1251,84
20,13,2,1252,1389,138
20,15,4,1390,1391,2
20,12,2,1392,1439,48
21,12,2,0,57,58
21,1,0,58,91,34
21,22,2,92,115,24
21,15,4,116,122,7
21,17,1,123,150,28
21,21,4,151,155,5
21,11,1,156,608,453
21,12,2,609,646,38
21,1,0,647,649,3
21,15,4,650,660,11
21,3,3,661,700,40
21,22,2,701,728,28
21,21,4,729,731,3
21,13,2,732,881,150
21,27,1,882,886,5
21,2,0,887,964,78
21,27,1,965,966,2
21,15,4,967,970,4
21,19,3,971,981,11
21,17,1,982,1018,37
21,12,2,1019,1028,10
21,1,0,1029,1035,7
21,22,2,1036,1049,14
21,17,1,1050,1058,9
21,15,4,1059,1085,27
21,10,3,1086,1086,1
21,12,2,1087,1098,12
21,10,3,1099,1105,7
21,18,2,1106,1146,41
21,1,0,1147,1147,1
21,18,2,1148,1157,10
21,1,0,1158,1177,20
21,7,3,1178,1245,68
21,17,1,1246,1269,24
21,18,2,1270,1332,63
21,17,1,1333,1353,21
21,12,2,1354,1381,28
21,15,4,1382,1383,2
21,12,2,1384,1393,10
21,10,3,1394,1401,8
21,17,1,1402,1439,38
22,22,2,0,22,23
22,27,1,23,25,3
22,12,2,26,42,17
22,15,4,43,63,21
22,18,2,64,82,19
22,16,1,83,558,476
22,12,2,559,594,36
22,1,0,595,601,7
22,12,2,602,625,24
22,3,3,626,629,4
22,15,4,630,637,8
22,22,2,638,640,3
22,3,3,641,652,12
22,12,2,653,663,11
22,2,0,664,670,7
22,3,3,671,699,29
22,18,2,700,884,185
22,14,4,885,898,14
22,27,1,899,904,6
22,2,0,905,1439,535
23,21,4,0,5,6
23,12,2,6,24,19
23,11,1,25,509,485
23,15,4,510,532,23
23,1,0,533,538,6
23,12,2,539,571,33
23,3,3,572,581,10
23,12,2,582,589,8
23,3,3,590,626,37
23,21,4,627,630,4
23,18,2,631,657,27
23,14,4,658,677,20
23,22,2,678,704,27
23,27,1,705,714,10
23,2,0,715,1029,315
23,15,4,1030,1036,7
23,1,0,1037,1041,5
23,27,1,1042,1045,4
23,22,2,1046,1062,17
23,7,3,1063,1072,10
23,12,2,1073,1091,19
23,7,3,1092,1123,32
23,1,0,1124,1141,18
23,10,3,1142,1157,16
23,1,0,1158,1166,9
23,22,2,1167,1171,5
23,10,3,1172,1173,2
23,12,2,1174,1259,86
23,15,4,1260,1262,3
23,12,2,1263,1350,88
23,10,3,1351,1354,4
23,12,2,1355,1380,26
23,15,4,1381,1384,4
23,17,1,1385,1439,55
24,10,3,0,3,4
24,17,1,4,25,22
24,12,2,26,92,67
24,17,1,93,100,8
24,12,2,101,106,6
24,15,4,107,113,7
24,12,2,114,119,6
24,17,1,120,127,8
24,21,4,128,134,7
24,11,1,135,601,467
24,15,4,602,605,4
24,16,1,606,610,5
24,1,0,611,636,26
24,15,4,637,655,19
24,17,1,656,694,39
24,3,3,695,698,4
24,17,1,699,714,16
24,3,3,715,763,49
24,17,1,764,786,23
24,1,0,787,801,15
24,12,2,802,813,12
24,21,4,814,831,18
24,12,2,832,844,13
24,27,1,845,850,6
24,2,0,851,1132,282
24,15,4,1133,1136,4
24,12,2,1137,1170,34
24,27,1,1171,1249,79
24,7,3,1250,1291,42
24,17,1,1292,1321,30
24,25,2,1322,1340,19
24,17,1,1341,1347,7
24,22,2,1348,1373,26
24,17,1,1374,1439,66
25,15,4,0,2,3
25,22,2,3,7,5
25,17,1,8,106,99
25,10,3,107,122,16
25,17,1,123,604,482
25,12,2,605,631,27
25,1,0,632,639,8
25,3,3,640,710,71
25,15,4,711,716,6
25,17,1,717,742,26
25,22,2,743,844,102
25,15,4,845,865,21
25,17,1,866,931,66
25,5,3,932,965,34
25,17,1,966,977,12
25,5,3,978,985,8
25,22,2,986,995,10
25,6,3,996,1029,34
25,17,1,1030,1040,11
25,9,3,1041,1046,6
25,18,2,1047,1075,29
25,16,1,1076,1156,81
25,15,4,1157,1159,3
25,25,2,1160,1174,15
25,7,3,1175,1191,17
25,12,2,1192,1200,9
25,8,3,1201,1235,35
25,12,2,1236,1294,59
25,27,1,1295,1297,3
25,2,0,1298,1407,110
25,27,1,1408,1439,32
26,17,1,0,38,39
26,22,2,39,84,46
26,1,0,85,92,8
26,15,4,93,94,2
26,12,2,95,111,17
26,10,3,112,113,2
26,13,2,114,159,46
26,10,3,160,161,2
26,22,2,162,164,3
26,10,3,165,184,20
26,17,1,185,220,36
26,15,4,221,229,9
26,23,1,230,305,76
26,15,4,306,313,8
26,11,1,314,792,479
26,15,4,793,796,4
26,12,2,797,869,73
26,1,0,870,876,7
26,12,2,877,919,43
26,17,1,920,922,3
26,18,2,923,977,55
26,15,4,978,980,3
26,27,1,981,986,6
26,2,0,987,1042,56
26,17,1,1043,1065,23
26,1,0,1066,1067,2
26,17,1,1068,1103,36
26,15,4,1104,1139,36
26,7,3,1140,1190,51
26,22,2,1191,1218,28
26,2,0,1219,1224,6
26,7,3,1225,1257,33
26,12,2,1258,1259,2
26,1,0,1260,1277,18
26,12,2,1278,1374,97
26,17,1,1375,1390,16
26,1,0,1391,1392,2
26,17,1,1393,1415,23
26,10,3,1416,1417,2
26,12,2,1418,1439,22
27,2,0,0,40,41
27,15,4,41,42,2
27,10,3,43,66,24
27,1,0,67,68,2
27,27,1,69,72,4
27,12,2,73,105,33
27,14,4,106,136,31
27,17,1,137,634,498
27,1,0,635,721,87
27,15,4,722,724,3
27,17,1,725,738,14
27,22,2,739,746,8
27,3,3,747,806,60
27,17,1,807,813,7
27,22,2,814,815,2
27,17,1,816,826,11
27,12,2,827,854,28
27,21,4,855,857,3
27,12,2,858,862,5
27,15,4,863,898,36
27,27,1,899,912,14
27,2,0,913,1439,527
28,17,1,0,234,235
28,1,0,235,235,1
28,11,1,236,564,329
28,15,4,565,569,5
28,1,0,570,574,5
28,3,3,575,595,21
28,2,0,596,600,5
28,3,3,601,670,70
28,22,2,671,704,34
28,10,3,705,707,3
28,12,2,708,735,28
28,17,1,736,752,17
28,13,2,753,818,66
28,15,4,819,823,5
28,13,2,824,896,73
28,5,3,897,899,3
28,13,2,900,910,11
28,5,3,911,928,18
28,21,4,929,931,3
28,9,3,932,943,12
28,13,2,944,979,36
28,2,0,980,986,7
28,26,2,987,1003,17
28,27,1,1004,1004,1
28,1,0,1005,1355,351
28,26,2,1356,1379,24
28,27,1,1380,1381,2
28,15,4,1382,1385,4
28,1,0,1386,1406,21
28,10,3,1407,1428,22
28,21,4,1429,1432,4
28,17,1,1433,1439,7
29,12,2,0,53,54
29,21,4,54,56,3
29,11,1,57,590,534
29,15,4,591,612,22
29,1,0,613,626,14
29,3,3,627,634,8
29,22,2,635,649,15
29,3,3,650,658,9
29,2,0,659,667,9
29,3,3,668,716,49
29,22,2,717,733,17
29,9,3,734,743,10
29,12,2,744,783,40
29,17,1,784,950,167
29,1,0,951,955,5
29,15,4,956,996,41
29,5,3,997,1002,6
29,22,2,1003,1012,10
29,5,3,1013,1058,46
29,1,0,1059,1061,3
29,17,1,1062,1078,17
29,22,2,1079,1104,26
29,17,1,1105,1124,20
29,21,4,1125,1129,5
29,22,2,1130,1150,21
29,10,3,1151,1152,2
29,23,1,1153,1186,34
29,15,4,1187,1189,3
29,27,1,1190,1201,12
29,2,0,1202,1375,174
29,10,3,1376,1378,3
29,12,2,1379,1432,54
29,27,1,1433,1439,7
30,12,2,0,23,24
30,17,1,24,84,61
30,15,4,85,90,6
30,11,1,91,542,452
30,12,2,543,581,39
30,1,0,582,593,12
30,3,3,594,621,28
30,17,1,622,638,17
30,3,3,639,646,8
30,2,0,647,652,6
30,4,3,653,682,30
30,22,2,683,692,10
30,4,3,693,719,27
30,15,4,720,726,7
30,12,2,727,772,46
30,17,1,773,795,23
30,15,4,796,862,67
30,17,1,863,894,32
30,5,3,895,899,5
30,22,2,900,910,11
30,5,3,911,946,36
30,26,2,947,949,3
30,6,3,950,987,38
30,21,4,988,991,4
30,22,2,992,1012,21
30,17,1,1013,1047,35
30,2,0,1048,1359,312
30,15,4,1360,1365,6
30,12,2,1366,1385,20
30,27,1,1386,1431,46
30,10,3,1432,1433,2
30,12,2,1434,1439,6
